,TeamID,SEASON,PLAYER,NUM,POSITION,HEIGHT,WEIGHT,AGE,EXP,PLAYER_ID,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,WINS,LOSES,GP
0,1610612747,2016,Nick Young,0,G-F,6-7,210,32.0,9,201156,25.933333333333334,4.533333333333333,10.55,0.4097666666666667,2.8333333333333335,7.016666666666667,0.3900000000000002,1.2833333333333334,1.5,0.4925166666666667,0.4166666666666667,1.8833333333333333,2.3,0.9666666666666667,0.6166666666666667,0.23333333333333334,0.6,2.283333333333333,13.183333333333334,-3.45,19.0,41.0,60.0
1,1610612747,2016,D'Angelo Russell,1,G,6-5,195,21.0,1,1626156,28.793650793650794,5.571428571428571,13.761904761904763,0.3853968253968253,2.142857142857143,6.095238095238095,0.3200476190476189,2.3333333333333335,2.984126984126984,0.5863650793650794,0.49206349206349204,3.015873015873016,3.507936507936508,4.809523809523809,1.380952380952381,0.25396825396825395,2.7936507936507935,2.0634920634920637,15.619047619047619,-5.666666666666667,21.0,42.0,63.0
2,1610612747,2016,Corey Brewer,3,F,6-9,186,31.0,9,201147,15.634146341463415,1.7926829268292683,4.2439024390243905,0.40265853658536593,0.32926829268292684,1.4390243902439024,0.17479268292682926,0.6097560975609756,0.8292682926829268,0.3048780487804878,0.3902439024390244,1.6341463414634145,2.024390243902439,1.1829268292682926,0.7439024390243902,0.24390243902439024,0.6707317073170732,1.6219512195121952,4.524390243902439,0.8780487804878049,47.0,35.0,82.0
3,1610612747,2016,Jordan Clarkson,6,G,6-5,194,25.0,2,203903,29.23170731707317,5.817073170731708,13.060975609756097,0.4416097560975612,1.4268292682926829,4.341463414634147,0.2610975609756097,1.6341463414634145,2.048780487804878,0.5339512195121952,0.5975609756097561,2.402439024390244,3.0,2.597560975609756,1.0731707317073171,0.0975609756097561,2.0,1.829268292682927,14.695121951219512,-5.182926829268292,26.0,56.0,82.0
4,1610612747,2016,Larry Nance Jr.,7,F,6-9,230,24.0,1,1626204,22.857142857142858,3.015873015873016,5.73015873015873,0.5167777777777778,0.15873015873015872,0.5714285714285714,0.10317460317460317,0.9365079365079365,1.2698412698412698,0.2727619047619047,1.9047619047619047,3.9523809523809526,5.857142857142857,1.5238095238095237,1.3015873015873016,0.6190476190476191,0.8888888888888888,2.365079365079365,7.126984126984127,-2.0952380952380953,21.0,42.0,63.0
5,1610612747,2016,Luol Deng,9,F,6-9,220,32.0,12,2736,26.5,2.9285714285714284,7.571428571428571,0.3446428571428571,0.9107142857142857,2.9464285714285716,0.2386964285714286,0.8214285714285714,1.125,0.23448214285714286,1.125,4.142857142857143,5.267857142857143,1.3214285714285714,0.8571428571428571,0.35714285714285715,0.7678571428571429,1.0892857142857142,7.589285714285714,-3.482142857142857,18.0,38.0,56.0
6,1610612747,2016,David Nwaba,10,G,6-4,209,24.0,R,1628021,19.9,2.35,4.05,0.5077499999999999,0.05,0.25,0.05,1.25,1.95,0.38085,0.85,2.3,3.15,0.7,0.65,0.35,0.55,1.8,6.0,0.55,5.0,15.0,20.0
7,1610612747,2016,Tyler Ennis,11,G,6-3,194,22.0,2,203898,11.075471698113208,1.6981132075471699,3.9245283018867925,0.3201698113207547,0.5094339622641509,1.320754716981132,0.2097547169811321,0.39622641509433965,0.4716981132075472,0.20754716981132076,0.16981132075471697,0.6792452830188679,0.8490566037735849,1.6226415094339623,0.4716981132075472,0.03773584905660377,0.8490566037735849,1.0943396226415094,4.30188679245283,-0.03773584905660377,28.0,25.0,53.0
8,1610612747,2016,Brandon Ingram,14,F,6-9,190,19.0,R,1627742,28.860759493670887,3.4936708860759493,8.683544303797468,0.3920379746835444,0.6962025316455697,2.367088607594937,0.2461898734177215,1.6835443037974684,2.7088607594936707,0.46496202531645575,0.759493670886076,3.240506329113924,4.0,2.1012658227848102,0.6329113924050633,0.45569620253164556,1.4683544303797469,2.0,9.367088607594937,-4.8734177215189876,26.0,53.0,79.0
9,1610612747,2016,Thomas Robinson,15,F,6-10,237,26.0,4,203080,11.645833333333334,2.1875,4.083333333333333,0.4413541666666667,0.0,0.020833333333333332,0.0,0.6458333333333334,1.375,0.22847916666666665,1.75,2.8958333333333335,4.645833333333333,0.6458333333333334,0.5416666666666666,0.1875,0.9583333333333334,1.5833333333333333,5.020833333333333,-1.75,15.0,33.0,48.0
10,1610612747,2016,Timofey Mozgov,20,C,7-1,275,30.0,6,202389,20.48148148148148,3.1296296296296298,6.074074074074074,0.4872777777777778,0.0,0.018518518518518517,0.0,1.1666666666666667,1.4444444444444444,0.39022222222222225,1.9259259259259258,2.962962962962963,4.888888888888889,0.7962962962962963,0.2962962962962963,0.5740740740740741,1.3333333333333333,2.462962962962963,7.425925925925926,-3.611111111111111,16.0,38.0,54.0
11,1610612747,2016,Tarik Black,28,C-F,6-9,250,25.0,2,204028,16.26865671641791,2.2388059701492535,4.388059701492537,0.4689253731343285,0.014925373134328358,0.029850746268656716,0.014925373134328358,1.2238805970149254,1.626865671641791,0.46867164179104476,2.1492537313432836,2.970149253731343,5.119402985074627,0.582089552238806,0.43283582089552236,0.6567164179104478,0.8656716417910447,2.582089552238806,5.7164179104477615,-0.7313432835820896,24.0,43.0,67.0
12,1610612747,2016,Julius Randle,30,F,6-9,250,22.0,2,203944,28.81081081081081,5.094594594594595,10.445945945945946,0.47081081081081094,0.22972972972972974,0.8513513513513513,0.13175675675675674,2.7567567567567566,3.810810810810811,0.5490405405405406,2.027027027027027,6.5675675675675675,8.594594594594595,3.5675675675675675,0.6621621621621622,0.5,2.3378378378378377,3.3513513513513513,13.175675675675675,-6.121621621621622,24.0,50.0,74.0
13,1610612747,2016,Metta World Peace,37,F,6-7,260,37.0,16,1897,6.48,0.76,2.72,0.11148000000000001,0.36,1.52,0.092,0.4,0.64,0.15,0.2,0.6,0.8,0.44,0.4,0.08,0.28,0.72,2.28,-2.36,8.0,17.0,25.0
14,1610612747,2016,Ivica Zubac,40,C,7-1,240,20.0,R,1627826,16.07894736842105,3.3157894736842106,6.2631578947368425,0.4545,0.0,0.07894736842105263,0.0,0.8421052631578947,1.2894736842105263,0.3793947368421053,1.0789473684210527,3.1052631578947367,4.184210526315789,0.7894736842105263,0.3684210526315789,0.868421052631579,0.7894736842105263,1.736842105263158,7.473684210526316,-3.5526315789473686,8.0,30.0,38.0
