,Unnamed: 0,GROUP_SET,GROUP_VALUE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,CFID,CFPARAMS,PLAYOFFS,TEAM_ID,TEAM_NAME,EASTERN
277,19,By Year,1998-99,50,28,22,0.56,48.2,35.1,76.4,0.45899999999999996,4.6,12.4,0.373,16.9,23.1,0.733,11.4,27.4,38.8,20.6,14.4,8.8,4.0,3.9,22.8,0.2,91.7,1.7,22,19,1,3,21,21,22,8,19,19,5,16,12,20,14,21,22,19,13,3,18,1,17,16,22,3,210,1998-99,1,1610612749,MIL,True
278,20,By Year,1997-98,82,36,46,0.439,48.6,35.6,78.0,0.456,3.0,8.6,0.354,20.3,26.4,0.767,12.6,27.3,39.9,20.1,16.9,8.9,4.4,4.9,23.4,0.2,94.5,-1.9,1,12,14,14,3,20,20,12,22,22,14,3,3,10,3,22,17,20,22,2,15,15,19,15,20,17,210,1997-98,0,1610612749,MIL,True
279,21,By Year,1996-97,82,33,49,0.402,49.7,36.2,76.9,0.47100000000000003,4.0,11.2,0.35200000000000004,19.0,25.7,0.741,11.6,27.6,39.2,19.6,15.7,7.7,4.2,4.8,21.6,0.1,95.3,-1.9,1,15,17,17,1,17,21,3,21,21,16,6,5,17,12,20,20,21,20,11,16,12,10,17,19,16,210,1996-97,0,1610612749,MIL,True
302,0,By Year,2017-18,82,28,54,0.341,48.4,38.2,86.8,0.441,12.7,35.7,0.35600000000000004,17.4,22.6,0.772,9.7,34.8,44.4,23.7,15.2,6.2,4.8,5.5,20.6,19.7,106.6,-3.7,1,14,16,14,8,1,1,13,1,1,6,16,19,6,20,2,2,4,20,20,9,16,6,11,1,13,210,2017-18,0,1610612751,BKN,True
303,1,By Year,2016-17,82,20,62,0.244,48.2,37.8,85.2,0.444,10.7,31.6,0.33799999999999997,19.4,24.6,0.7879999999999999,8.8,35.1,43.9,21.4,16.5,7.2,4.7,5.6,21.0,20.4,105.8,-6.7,1,20,21,21,17,3,3,8,2,2,13,7,11,1,21,1,3,10,22,14,11,17,8,7,2,20,210,2016-17,0,1610612751,BKN,True
304,2,By Year,2015-16,82,21,61,0.256,48.2,38.2,84.4,0.45299999999999996,6.5,18.4,0.35200000000000004,15.7,20.7,0.757,10.5,31.9,42.4,22.3,14.8,7.6,4.0,5.2,18.0,18.4,98.6,-7.4,1,19,20,20,17,1,5,3,9,9,8,22,22,13,13,4,9,8,14,11,15,14,1,13,4,21,210,2015-16,0,1610612751,BKN,True
305,3,By Year,2014-15,82,38,44,0.46299999999999997,48.6,37.4,83.0,0.451,6.6,19.9,0.331,16.6,22.2,0.748,10.3,32.0,42.4,20.9,13.8,7.0,4.1,4.5,19.3,20.0,98.0,-2.9,1,10,11,10,3,4,9,4,8,8,19,21,20,16,17,3,10,13,4,15,14,5,4,9,7,12,210,2014-15,1,1610612751,BKN,True
306,4,By Year,2013-14,82,44,38,0.537,48.5,35.7,77.9,0.45899999999999996,8.6,23.4,0.369,18.4,24.4,0.753,8.8,29.4,38.1,20.9,14.5,8.6,3.8,4.1,21.7,20.8,98.5,-1.0,1,6,7,6,5,10,19,1,3,3,2,13,13,14,21,14,22,14,10,7,19,2,12,5,5,8,210,2013-14,1,1610612751,BKN,True
307,5,By Year,2012-13,82,49,33,0.598,48.4,35.9,79.8,0.45,7.7,21.5,0.35700000000000004,17.5,23.9,0.731,12.8,30.0,42.8,20.3,14.7,7.3,4.8,4.8,18.3,21.4,96.9,1.8,1,2,2,2,9,9,15,5,6,5,5,15,15,21,4,11,7,17,11,13,7,8,2,4,11,4,210,2012-13,1,1610612751,BKN,True
308,6,By Year,2011-12,66,22,44,0.33299999999999996,48.2,34.3,80.6,0.425,7.7,22.4,0.342,16.9,21.7,0.777,11.9,28.5,40.3,19.9,15.1,7.5,3.9,5.0,19.2,19.3,93.1,-6.0,21,18,11,15,20,18,11,19,5,4,12,20,21,5,8,20,17,19,19,12,16,11,3,12,17,18,210,2011-12,0,1610612751,BKN,True
309,7,By Year,2010-11,82,24,58,0.293,48.8,35.6,81.0,0.44,5.6,16.3,0.34299999999999997,17.4,22.9,0.759,11.1,29.8,40.8,21.0,14.0,5.6,4.7,4.6,22.0,20.0,94.2,-6.2,1,17,19,19,2,12,10,15,14,14,11,17,17,10,10,12,14,12,5,22,12,7,13,10,15,19,210,2010-11,0,1610612751,BKN,True
310,8,By Year,2009-10,82,12,70,0.146,48.2,34.3,79.9,0.429,4.6,14.5,0.318,19.2,24.6,0.78,10.9,28.8,39.7,18.8,14.4,7.0,4.8,5.1,20.0,20.1,92.4,-9.1,1,22,22,22,14,16,13,17,17,17,22,9,12,3,12,17,19,21,8,16,5,12,5,8,18,22,210,2009-10,0,1610612751,BKN,True
311,9,By Year,2008-09,82,34,48,0.415,48.4,35.7,79.7,0.44799999999999995,8.0,21.2,0.376,18.8,24.1,0.779,10.4,29.5,39.8,20.0,13.1,6.8,4.8,4.8,22.4,20.5,98.1,-2.4,1,11,13,11,10,11,16,6,4,6,1,12,14,4,16,13,18,18,1,17,7,9,14,6,6,11,210,2008-09,0,1610612751,BKN,True
312,10,By Year,2007-08,82,34,48,0.415,48.4,34.8,78.7,0.44299999999999995,6.1,17.4,0.348,20.1,27.3,0.736,11.1,30.7,41.9,23.5,15.0,6.4,4.8,4.4,22.6,22.4,95.8,-5.1,1,11,13,11,10,15,17,9,10,11,9,4,2,19,9,8,11,5,17,19,9,3,15,3,13,17,210,2007-08,0,1610612751,BKN,True
313,11,By Year,2006-07,82,41,41,0.5,48.5,35.5,77.8,0.457,7.4,20.4,0.363,19.1,26.3,0.727,10.0,30.8,40.8,23.9,14.8,6.1,3.3,4.5,22.8,23.0,97.6,-0.8,1,9,10,9,5,13,20,2,7,7,3,10,5,22,18,7,15,3,14,21,22,4,17,2,9,7,210,2006-07,1,1610612751,BKN,True
314,12,By Year,2005-06,82,49,33,0.598,48.2,33.9,77.0,0.44,5.8,17.6,0.33,20.2,26.7,0.758,10.0,31.0,41.0,23.0,13.6,6.8,3.4,4.0,23.2,23.0,93.8,1.4,1,2,2,2,14,20,22,14,12,10,21,3,4,11,18,5,12,7,2,18,21,1,18,1,16,6,210,2005-06,1,1610612751,BKN,True
315,13,By Year,2004-05,82,42,40,0.512,48.5,33.6,78.3,0.429,5.3,14.7,0.36200000000000004,19.0,24.9,0.763,10.4,29.1,39.5,21.6,14.2,7.9,3.8,4.9,24.2,0.0,91.4,-1.5,1,8,9,8,4,22,18,18,15,15,4,11,9,8,15,15,21,9,6,9,20,10,22,21,20,10,210,2004-05,1,1610612751,BKN,True
316,14,By Year,2003-04,82,47,35,0.573,48.1,34.3,77.7,0.441,4.6,13.7,0.336,17.0,22.6,0.753,10.5,30.2,40.7,24.5,14.7,8.6,3.9,4.6,21.0,0.1,90.3,2.5,1,5,6,5,22,16,21,10,17,18,15,19,18,15,14,10,16,1,13,6,17,6,7,19,22,3,210,2003-04,1,1610612751,BKN,True
317,15,By Year,2002-03,82,49,33,0.598,48.2,35.4,80.3,0.441,4.2,12.7,0.332,20.3,26.8,0.757,12.1,30.8,42.9,23.0,14.8,8.7,4.6,5.2,21.6,0.1,95.4,5.2,1,2,2,2,17,14,12,11,21,21,17,2,3,12,7,6,6,6,14,4,13,13,11,19,14,1,210,2002-03,1,1610612751,BKN,True
318,16,By Year,2001-02,82,52,30,0.634,48.4,37.1,83.1,0.446,4.9,14.6,0.33799999999999997,17.1,23.3,0.735,12.7,30.7,43.3,24.3,14.5,8.7,6.0,5.4,21.1,0.1,96.2,4.2,1,1,1,1,10,6,8,7,16,16,14,18,16,20,6,9,4,2,9,5,1,15,9,18,12,2,210,2001-02,1,1610612751,BKN,True
319,17,By Year,2000-01,82,26,56,0.317,48.1,33.9,79.9,0.425,4.4,13.2,0.33299999999999996,19.9,26.2,0.759,11.1,28.5,39.6,19.5,14.7,7.9,5.0,6.4,24.2,0.0,92.1,-5.0,1,15,17,17,21,19,14,20,20,20,16,5,6,9,10,19,20,20,12,10,4,21,21,21,19,16,210,2000-01,0,1610612751,BKN,True
320,18,By Year,1999-00,82,31,51,0.37799999999999995,48.4,36.3,83.9,0.433,5.8,16.8,0.34700000000000003,19.5,24.9,0.784,12.7,28.2,40.9,20.6,13.6,8.8,4.8,5.7,23.3,2.4,98.0,-1.0,1,13,15,13,10,8,6,16,12,12,10,6,8,2,5,21,13,15,2,3,5,18,19,14,8,9,210,1999-00,0,1610612751,BKN,True
321,19,By Year,1998-99,50,16,34,0.32,48.2,33.8,83.2,0.406,4.5,13.6,0.331,19.2,25.0,0.769,14.3,28.7,43.0,18.4,15.0,9.8,5.5,6.5,22.6,0.2,91.3,-3.8,22,21,5,16,16,21,7,22,19,19,18,8,7,7,3,18,5,22,18,1,3,22,16,17,21,14,210,1998-99,0,1610612751,BKN,True
322,20,By Year,1997-98,82,43,39,0.524,48.5,37.3,84.5,0.441,3.8,11.4,0.331,21.3,28.7,0.7440000000000001,16.4,26.1,42.5,20.5,14.4,9.5,3.8,6.3,23.4,0.3,99.6,1.6,1,7,8,7,5,5,4,12,22,22,20,1,1,17,2,22,8,16,7,2,18,19,20,15,3,5,210,1997-98,1,1610612751,BKN,True
323,21,By Year,1996-97,82,26,56,0.317,49.7,36.5,86.5,0.42200000000000004,5.9,16.7,0.353,18.3,24.8,0.74,17.2,29.0,46.2,21.0,15.7,8.3,5.9,6.3,21.2,0.2,97.2,-4.6,1,15,17,17,1,7,2,21,11,13,7,14,10,18,1,16,1,11,21,8,2,20,10,16,10,15,210,1996-97,0,1610612751,BKN,True
324,0,By Year,2017-18,82,29,53,0.354,48.4,40.7,87.7,0.46399999999999997,8.2,23.3,0.35200000000000004,14.9,19.0,0.7859999999999999,10.5,33.6,44.0,23.3,14.7,6.7,5.1,4.7,20.5,18.4,104.5,-3.6,1,17,18,18,14,1,2,1,7,7,13,21,22,8,16,2,3,1,15,17,5,16,6,13,3,16,210,2017-18,0,1610612752,NYK,True
325,1,By Year,2016-17,82,31,51,0.37799999999999995,48.4,39.6,88.5,0.447,8.6,24.7,0.348,16.6,21.1,0.7879999999999999,12.0,33.2,45.2,21.8,13.9,7.1,5.5,4.6,20.3,18.5,104.3,-3.7,1,15,16,16,10,2,1,11,6,6,15,17,16,6,4,3,1,4,5,12,3,13,4,12,4,17,210,2016-17,0,1610612752,NYK,True
326,2,By Year,2015-16,82,32,50,0.39,48.3,36.9,84.0,0.439,7.4,21.5,0.34600000000000003,17.2,21.4,0.805,10.4,34.0,44.4,20.5,13.4,5.7,5.7,4.2,19.7,18.5,98.4,-2.7,1,13,14,14,17,7,4,19,9,9,18,10,14,3,17,1,2,12,3,22,2,7,1,11,8,14,210,2015-16,0,1610612752,NYK,True
327,3,By Year,2014-15,82,17,65,0.207,48.4,35.1,82.0,0.428,6.8,19.7,0.34700000000000003,14.8,19.2,0.769,10.6,29.8,40.4,21.3,14.7,7.0,4.7,4.3,21.6,19.1,91.9,-9.3,1,22,22,22,10,15,9,22,11,10,16,22,21,13,15,16,19,8,14,14,7,9,10,10,18,22,210,2014-15,0,1610612752,NYK,True
328,4,By Year,2013-14,82,37,45,0.451,48.4,36.9,82.2,0.449,9.3,24.9,0.37200000000000005,15.5,20.4,0.7609999999999999,10.6,29.7,40.3,20.0,13.0,7.7,4.5,3.4,22.1,19.6,98.6,-0.8,1,8,10,10,10,6,8,9,4,5,4,20,19,15,14,17,20,15,2,5,9,1,12,6,7,9,210,2013-14,0,1610612752,NYK,True
329,5,By Year,2012-13,82,54,28,0.659,48.1,36.5,81.6,0.44799999999999995,10.9,28.9,0.376,16.0,21.1,0.759,10.9,29.7,40.6,19.3,12.0,8.2,3.6,4.0,20.1,19.2,100.0,4.2,1,2,3,2,22,8,11,10,1,1,2,19,17,16,12,18,15,18,1,2,14,5,3,8,6,1,210,2012-13,1,1610612752,NYK,True
330,6,By Year,2011-12,66,36,30,0.545,48.3,35.8,80.8,0.44299999999999995,7.8,23.3,0.336,18.3,24.8,0.741,11.3,30.5,41.7,20.1,16.0,9.4,4.2,5.1,21.1,21.8,97.8,3.2,21,10,4,5,20,12,12,15,8,8,21,7,7,18,9,10,9,14,18,1,12,19,7,3,9,2,210,2011-12,1,1610612752,NYK,True
331,7,By Year,2010-11,82,42,40,0.512,48.2,38.3,83.7,0.457,9.3,25.4,0.368,20.6,25.5,0.809,10.3,30.1,40.5,21.4,13.7,7.6,5.8,4.4,21.3,20.8,106.5,0.8,1,6,8,8,21,4,6,3,3,4,5,3,5,2,18,13,17,7,4,8,1,11,8,4,1,8,210,2010-11,1,1610612752,NYK,True
332,8,By Year,2009-10,82,29,53,0.354,48.5,38.1,83.9,0.455,9.1,26.2,0.34600000000000003,16.8,21.5,0.782,10.2,30.2,40.4,21.6,14.0,7.1,3.7,4.5,20.0,19.2,102.1,-3.8,1,17,18,18,5,5,5,6,5,3,17,14,13,10,20,11,18,6,6,11,13,12,2,8,5,18,210,2009-10,0,1610612752,NYK,True
333,9,By Year,2008-09,82,32,50,0.39,48.3,38.5,86.5,0.445,10.0,27.9,0.36,18.2,23.2,0.784,11.1,31.0,42.1,21.2,14.3,7.4,2.5,5.3,20.4,19.4,105.2,-2.6,1,13,14,14,17,3,3,13,2,2,9,8,9,9,10,4,8,9,8,9,22,22,5,7,2,13,210,2008-09,0,1610612752,NYK,True
334,10,By Year,2007-08,82,23,59,0.28,48.5,36.2,82.4,0.439,6.0,17.7,0.337,18.6,25.5,0.727,12.5,30.0,42.5,18.7,14.5,6.4,2.6,5.2,21.5,20.3,96.9,-6.6,1,20,20,20,8,10,7,18,12,12,20,6,4,20,3,15,7,20,9,20,21,20,9,5,12,21,210,2007-08,0,1610612752,NYK,True
335,11,By Year,2006-07,82,33,49,0.402,48.8,35.4,77.5,0.457,5.8,16.7,0.34600000000000003,20.9,29.2,0.715,12.6,30.7,43.3,18.7,17.1,6.6,3.2,5.0,23.6,22.9,97.5,-2.9,1,11,12,12,2,13,18,4,13,13,19,2,2,22,2,8,4,19,20,19,18,18,18,2,10,15,210,2006-07,0,1610612752,NYK,True
336,12,By Year,2005-06,82,23,59,0.28,48.6,34.4,75.7,0.455,3.9,10.8,0.36200000000000004,22.9,31.5,0.726,12.6,28.8,41.4,17.9,17.7,6.8,3.3,5.3,26.3,25.0,95.6,-6.4,1,20,20,20,3,19,20,5,22,22,8,1,1,21,1,22,11,22,21,16,17,21,22,1,14,20,210,2005-06,0,1610612752,NYK,True
337,13,By Year,2004-05,82,33,49,0.402,48.5,36.3,80.5,0.451,5.4,15.1,0.35600000000000004,19.3,25.1,0.767,11.8,29.2,41.0,20.3,14.7,7.7,3.2,4.7,23.7,0.0,97.3,-2.4,1,11,12,12,5,9,13,8,16,16,10,5,6,14,7,20,13,13,13,7,18,16,19,21,11,12,210,2004-05,0,1610612752,NYK,True
338,14,By Year,2003-04,82,39,43,0.47600000000000003,48.5,35.1,79.4,0.442,5.0,13.6,0.364,16.8,21.1,0.7929999999999999,11.6,31.0,42.6,20.7,15.7,7.4,4.8,4.7,23.1,0.0,92.0,-1.5,1,7,9,9,5,17,15,16,17,18,6,15,15,5,8,5,5,11,17,10,6,14,17,20,17,11,210,2003-04,1,1610612752,NYK,True
339,15,By Year,2002-03,82,37,45,0.451,48.4,36.2,82.0,0.441,7.4,19.3,0.38299999999999995,16.1,19.8,0.815,10.3,29.0,39.2,22.0,14.0,7.1,3.1,3.8,23.0,0.1,95.9,-1.4,1,8,10,10,9,10,10,17,10,11,1,18,20,1,19,21,22,3,7,13,20,3,16,19,13,10,210,2002-03,0,1610612752,NYK,True
340,16,By Year,2001-02,82,30,52,0.366,48.3,34.4,79.5,0.43200000000000005,5.8,16.4,0.353,17.1,21.8,0.787,10.7,30.0,40.7,21.0,14.5,6.8,3.5,4.7,22.0,0.2,91.6,-4.0,1,16,17,17,17,20,14,21,13,14,12,12,12,7,13,14,14,10,11,15,15,15,11,16,19,19,210,2001-02,0,1610612752,NYK,True
341,17,By Year,2000-01,82,48,34,0.585,48.5,33.6,75.6,0.444,4.8,13.6,0.35100000000000003,16.8,21.1,0.7959999999999999,9.4,30.8,40.2,18.5,14.5,6.6,4.2,4.1,22.7,0.0,88.7,2.6,1,4,6,4,4,21,21,14,18,18,14,15,18,4,22,6,21,21,10,18,11,6,14,21,21,4,210,2000-01,1,1610612752,NYK,True
342,18,By Year,1999-00,82,50,32,0.61,48.4,35.3,77.7,0.455,4.3,11.4,0.375,17.2,22.0,0.7809999999999999,9.8,30.7,40.5,19.4,14.6,6.3,4.3,4.3,24.2,2.8,92.1,1.5,1,3,5,3,14,14,17,7,20,21,3,11,11,11,21,7,16,16,12,21,10,10,21,14,16,6,210,1999-00,1,1610612752,NYK,True
343,19,By Year,1998-99,50,27,23,0.54,48.4,32.2,74.1,0.435,4.2,11.8,0.353,17.8,24.4,0.732,11.0,30.2,41.2,19.3,16.1,7.9,5.2,4.3,22.8,0.2,86.4,1.0,22,19,1,6,13,22,22,20,21,20,11,9,8,19,11,12,12,17,19,3,4,8,15,18,22,7,210,1998-99,1,1610612752,NYK,True
344,20,By Year,1997-98,82,43,39,0.524,48.4,34.9,78.1,0.447,4.7,13.9,0.335,17.1,22.1,0.772,11.9,29.7,41.6,21.8,15.2,7.7,3.4,3.8,23.7,0.3,91.5,2.5,1,5,7,7,14,18,16,12,19,17,22,13,10,12,5,19,10,5,16,4,16,4,20,15,20,5,210,1997-98,1,1610612752,NYK,True
345,21,By Year,1996-97,82,57,25,0.695,50.3,35.1,75.9,0.46299999999999997,5.7,15.8,0.363,19.3,25.8,0.748,11.9,30.7,42.5,22.1,17.8,7.7,4.6,3.6,22.7,0.2,95.4,3.1,1,1,2,1,1,15,19,2,15,15,7,4,3,17,6,8,6,2,22,6,8,2,13,16,15,3,210,1996-97,1,1610612752,NYK,True
346,0,By Year,2017-18,82,25,57,0.305,48.1,38.8,85.9,0.452,10.3,29.3,0.35100000000000003,15.5,20.5,0.757,8.8,32.8,41.6,23.4,14.5,7.6,4.9,4.9,19.3,19.0,103.4,-4.8,1,18,18,18,19,2,3,10,1,1,12,18,19,4,22,5,15,2,10,12,9,12,4,8,2,17,210,2017-18,0,1610612753,ORL,True
347,1,By Year,2016-17,82,29,53,0.354,48.3,38.3,87.0,0.44,8.5,26.1,0.32799999999999996,16.0,21.4,0.747,9.8,33.3,43.2,22.2,13.3,7.1,4.8,5.1,19.3,18.7,101.1,-6.6,1,17,17,17,11,4,1,16,7,5,21,16,17,8,19,2,7,4,1,13,10,15,5,9,5,20,210,2016-17,0,1610612753,ORL,True
348,2,By Year,2015-16,82,35,47,0.42700000000000005,48.5,39.5,86.8,0.455,7.8,22.2,0.35,15.2,20.1,0.757,10.3,33.0,43.3,23.6,14.1,8.2,5.1,5.5,20.7,18.3,102.1,-1.6,1,15,16,16,4,1,2,7,8,8,13,19,20,5,15,4,3,1,5,6,7,20,14,11,4,15,210,2015-16,0,1610612753,ORL,True
349,3,By Year,2014-15,82,25,57,0.305,48.2,37.5,82.8,0.45299999999999996,6.8,19.5,0.34700000000000003,13.9,19.1,0.7290000000000001,10.0,31.8,41.8,20.6,14.9,7.9,3.8,5.4,20.9,17.9,95.7,-5.7,1,18,18,18,17,7,8,9,13,11,15,21,21,13,16,10,14,12,11,9,20,18,15,12,14,19,210,2014-15,0,1610612753,ORL,True
350,4,By Year,2013-14,82,23,59,0.28,48.7,36.9,82.7,0.445,6.9,19.5,0.353,15.9,20.9,0.763,9.7,32.4,42.0,21.0,14.9,7.7,4.3,5.4,20.5,18.3,96.5,-5.4,1,20,20,20,2,10,9,14,12,12,11,17,18,2,20,8,12,8,12,11,16,19,11,10,13,18,210,2013-14,0,1610612753,ORL,True
351,5,By Year,2012-13,82,20,62,0.244,48.2,37.7,84.2,0.44799999999999995,6.2,18.7,0.32899999999999996,12.5,16.6,0.755,10.9,31.9,42.7,22.8,14.5,6.4,4.4,5.2,19.4,16.5,94.1,-7.0,1,22,22,22,13,5,5,12,14,14,20,22,22,6,13,9,9,3,9,20,15,16,6,13,19,21,210,2012-13,0,1610612753,ORL,True
352,6,By Year,2011-12,66,37,29,0.561,48.4,34.5,78.2,0.441,10.2,27.0,0.375,15.1,22.8,0.66,11.2,31.2,42.5,20.0,14.9,6.8,4.2,4.1,17.7,19.8,94.2,0.8,21,12,4,6,7,20,18,15,3,3,4,20,16,22,10,11,11,15,13,16,18,4,1,7,17,8,210,2011-12,1,1610612753,ORL,True
353,7,By Year,2010-11,82,52,30,0.634,48.4,36.0,78.2,0.461,9.4,25.6,0.366,17.7,25.6,0.6920000000000001,10.5,32.7,43.2,20.0,14.9,6.7,4.7,3.8,20.0,21.8,99.2,5.5,1,3,5,4,8,13,19,5,6,6,7,13,9,21,14,6,6,16,14,17,11,3,9,6,10,3,210,2010-11,1,1610612753,ORL,True
354,8,By Year,2009-10,82,59,23,0.72,48.1,36.6,78.0,0.47,10.3,27.3,0.375,19.2,26.5,0.7240000000000001,9.9,33.4,43.2,19.7,14.1,6.2,5.6,3.5,19.9,22.2,102.8,7.5,1,1,2,1,20,12,20,4,2,2,5,7,6,15,18,1,5,17,5,22,3,1,8,5,3,1,210,2009-10,1,1610612753,ORL,True
355,9,By Year,2008-09,82,59,23,0.72,48.1,35.7,78.2,0.457,10.0,26.2,0.381,19.6,27.5,0.715,10.0,33.3,43.3,19.4,13.9,7.0,5.4,3.8,20.3,22.4,101.0,6.7,1,1,2,1,21,15,17,6,4,4,2,6,5,17,17,3,4,18,4,14,6,2,10,4,6,2,210,2008-09,1,1610612753,ORL,True
356,10,By Year,2007-08,82,52,30,0.634,48.2,37.3,78.6,0.474,9.8,25.3,0.386,20.1,27.9,0.721,9.4,32.6,42.0,20.8,14.3,6.3,4.1,4.2,20.6,23.1,104.5,5.5,1,3,5,4,13,8,16,1,5,7,1,4,3,16,21,7,13,10,7,21,19,5,12,3,1,3,210,2007-08,1,1610612753,ORL,True
357,11,By Year,2006-07,82,40,42,0.488,48.2,35.1,74.3,0.47200000000000003,4.2,11.7,0.35600000000000004,20.5,29.2,0.7020000000000001,11.2,29.5,40.7,18.6,17.0,6.9,5.1,4.6,23.2,23.4,94.8,0.8,1,11,13,13,15,18,22,2,18,18,10,2,1,19,11,16,20,21,21,15,8,7,18,1,16,9,210,2006-07,1,1610612753,ORL,True
358,12,By Year,2005-06,82,36,46,0.439,48.5,35.5,75.2,0.47200000000000003,3.6,9.7,0.376,20.3,27.8,0.73,10.9,29.3,40.2,18.2,15.1,6.5,4.4,4.7,23.3,23.2,94.9,-1.1,1,13,14,14,4,16,21,3,20,22,3,3,4,12,12,17,21,22,15,19,13,9,19,2,15,13,210,2005-06,0,1610612753,ORL,True
359,13,By Year,2004-05,82,36,46,0.439,48.1,37.0,81.5,0.45399999999999996,3.9,11.2,0.349,21.6,28.5,0.759,12.7,31.0,43.7,19.3,16.1,7.7,5.4,4.3,23.6,0.0,99.5,-2.2,1,13,14,14,22,9,12,8,19,19,14,1,2,3,6,12,2,20,19,10,4,6,20,21,9,16,210,2004-05,0,1610612753,ORL,True
360,14,By Year,2003-04,82,21,61,0.256,48.4,35.4,82.5,0.429,5.2,15.2,0.344,18.0,24.4,0.737,12.2,28.7,40.9,19.3,13.7,6.7,3.8,5.5,21.3,0.0,94.0,-7.0,1,21,21,21,10,17,10,21,16,16,16,11,13,10,7,20,18,19,3,18,21,21,16,20,20,22,210,2003-04,0,1610612753,ORL,True
361,15,By Year,2002-03,82,42,40,0.512,48.3,35.9,82.5,0.436,6.9,19.4,0.35700000000000004,19.7,25.4,0.777,11.7,29.2,40.9,20.4,14.4,8.5,3.7,5.0,23.0,0.1,98.5,0.1,1,8,10,10,11,14,11,19,10,13,9,5,10,1,8,18,19,14,8,4,22,13,17,18,11,11,210,2002-03,1,1610612753,ORL,True
362,16,By Year,2001-02,82,44,38,0.537,48.4,37.6,84.0,0.44799999999999995,7.6,20.2,0.373,17.6,23.4,0.754,11.5,29.7,41.2,22.0,13.6,8.1,4.7,4.7,20.7,0.1,100.5,1.6,1,6,8,8,8,6,6,13,9,10,6,14,15,7,9,15,17,5,2,7,12,8,13,19,7,6,210,2001-02,1,1610612753,ORL,True
363,17,By Year,2000-01,82,43,39,0.524,48.7,36.7,83.8,0.43799999999999994,6.0,16.4,0.364,18.0,25.2,0.7140000000000001,13.0,29.9,42.9,22.0,15.2,8.2,5.9,5.4,25.3,0.0,97.5,1.0,1,7,9,9,2,11,7,17,15,15,8,10,11,18,5,14,8,6,16,5,1,17,22,21,12,7,210,2000-01,1,1610612753,ORL,True
364,18,By Year,1999-00,82,41,41,0.5,48.2,38.6,85.5,0.452,3.6,10.6,0.33799999999999997,19.2,26.1,0.735,14.0,31.0,44.9,20.8,17.6,9.1,5.7,5.8,24.0,2.8,100.1,0.7,1,9,11,11,17,3,4,11,21,21,18,8,7,11,2,13,1,9,22,2,2,22,21,14,8,10,210,1999-00,0,1610612753,ORL,True
