,Unnamed: 0,GROUP_SET,GROUP_VALUE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,CFID,CFPARAMS,PLAYOFFS,TEAM_ID,TEAM_NAME,EASTERN
365,19,By Year,1998-99,50,33,17,0.66,48.2,33.7,78.9,0.428,4.5,13.5,0.33,17.5,25.0,0.7,13.8,28.9,42.7,21.3,16.4,9.9,4.3,4.8,18.7,0.1,89.5,2.6,22,16,1,3,16,22,14,22,17,17,19,15,12,20,3,19,10,7,20,1,17,11,2,17,22,5,210,1998-99,1,1610612753,ORL,True
366,20,By Year,1997-98,82,41,41,0.5,48.4,33.8,78.7,0.429,3.6,11.1,0.32299999999999995,18.9,26.1,0.726,14.4,26.9,41.2,20.7,15.3,7.9,5.4,4.7,19.7,0.2,90.1,-1.1,1,9,11,11,6,21,15,20,22,20,22,9,8,14,1,22,16,11,18,8,4,10,7,15,21,13,210,1997-98,0,1610612753,ORL,True
367,21,By Year,1996-97,82,45,37,0.5489999999999999,49.9,34.6,79.2,0.43700000000000006,6.9,20.3,0.341,18.0,24.1,0.746,13.1,27.1,40.1,20.6,15.2,8.5,4.4,5.1,19.1,0.1,94.1,-0.4,1,5,7,7,1,19,13,18,11,9,17,11,14,9,4,21,22,13,17,3,13,14,3,16,18,12,210,1996-97,1,1610612753,ORL,True
368,0,By Year,2017-18,82,48,34,0.585,48.2,40.8,86.4,0.47200000000000003,9.0,24.5,0.369,14.9,19.2,0.779,9.6,32.7,42.3,22.2,13.3,8.8,4.1,5.2,18.8,18.5,105.6,1.4,1,6,8,8,18,1,1,1,2,2,7,22,22,8,20,6,12,7,2,3,22,15,1,13,1,11,210,2017-18,1,1610612754,IND,True
369,1,By Year,2016-17,82,42,40,0.512,48.4,39.3,84.5,0.465,8.6,23.0,0.376,17.9,22.1,0.81,9.0,33.0,42.0,22.5,13.8,8.2,5.0,5.0,19.5,19.5,105.1,-0.2,1,10,12,12,8,2,5,3,3,5,5,18,21,2,22,5,15,6,3,5,14,10,2,12,2,17,210,2016-17,1,1610612754,IND,True
370,2,By Year,2015-16,82,45,37,0.5489999999999999,48.5,38.3,85.2,0.45,8.1,23.0,0.35100000000000003,17.4,22.8,0.764,10.3,33.9,44.2,21.2,14.9,9.0,4.8,4.5,20.0,20.4,102.2,1.7,1,8,10,10,6,4,4,7,4,4,13,20,19,15,17,3,4,13,12,1,17,2,3,11,5,10,210,2015-16,1,1610612754,IND,True
371,3,By Year,2014-15,82,38,44,0.46299999999999997,48.4,36.6,83.2,0.439,7.5,21.2,0.35200000000000004,16.7,22.2,0.7559999999999999,10.4,34.4,44.9,21.4,14.0,6.2,4.6,4.7,21.2,21.4,97.3,0.3,1,16,17,17,8,9,6,17,7,6,12,21,20,19,16,2,2,11,4,22,18,5,7,8,10,14,210,2014-15,0,1610612754,IND,True
372,4,By Year,2013-14,82,56,26,0.6829999999999999,48.2,36.0,80.2,0.449,6.7,18.8,0.35700000000000004,18.1,23.3,0.779,10.2,34.5,44.7,20.1,15.1,6.7,5.4,4.6,20.4,21.9,96.7,4.4,1,3,5,3,15,10,14,8,11,11,10,17,17,9,19,1,3,17,15,20,5,4,5,4,13,4,210,2013-14,1,1610612754,IND,True
373,5,By Year,2012-13,81,49,32,0.605,48.4,35.1,80.6,0.436,6.9,19.7,0.34700000000000003,17.6,23.6,0.746,12.9,33.0,45.9,20.3,15.1,7.2,6.3,5.7,20.0,21.9,94.7,4.0,20,5,7,7,11,15,12,20,10,9,17,19,16,20,1,4,1,16,16,13,1,17,4,3,17,5,210,2012-13,1,1610612754,IND,True
374,6,By Year,2011-12,66,42,24,0.636,48.5,35.7,81.4,0.43799999999999994,5.9,16.1,0.368,20.4,26.1,0.782,12.5,31.4,43.9,18.6,14.0,7.9,5.4,6.0,21.7,21.6,97.7,3.3,21,10,3,6,7,12,9,18,14,15,8,4,6,6,3,14,6,21,5,7,6,20,9,6,9,8,210,2011-12,1,1610612754,IND,True
375,7,By Year,2010-11,82,37,45,0.451,48.2,36.6,82.8,0.442,7.1,20.2,0.354,19.4,24.8,0.782,11.1,32.4,43.5,19.6,15.4,7.1,5.6,5.7,21.7,21.4,99.8,-1.1,1,17,18,18,15,8,8,14,8,8,11,10,10,7,11,8,8,20,20,16,3,19,10,7,8,18,210,2010-11,1,1610612754,IND,True
376,8,By Year,2009-10,82,32,50,0.39,48.1,36.8,83.2,0.44299999999999995,8.0,23.1,0.348,19.1,24.6,0.775,9.6,31.9,41.5,21.1,15.0,7.1,5.4,5.0,22.5,20.8,100.8,-3.0,1,22,22,22,22,7,7,13,5,3,16,13,11,10,21,11,19,14,13,14,8,12,15,9,7,22,210,2009-10,0,1610612754,IND,True
377,9,By Year,2008-09,82,36,46,0.439,48.4,39.3,86.3,0.455,8.0,21.0,0.37799999999999995,18.6,23.0,0.807,11.3,32.5,43.7,21.6,14.5,7.0,5.3,5.4,23.1,20.6,105.1,-1.1,1,18,19,19,12,3,2,6,6,7,4,16,18,3,9,7,7,8,10,17,10,16,19,10,3,19,210,2008-09,0,1610612754,IND,True
378,10,By Year,2007-08,82,36,46,0.439,48.2,37.8,85.3,0.444,9.2,24.6,0.374,19.1,24.9,0.768,11.0,32.1,43.1,22.7,15.1,7.6,5.0,5.1,23.4,21.7,104.0,-1.4,1,18,19,19,19,5,3,12,1,1,6,12,9,12,12,9,9,4,14,9,12,13,21,5,4,20,210,2007-08,0,1610612754,IND,True
379,11,By Year,2006-07,82,35,47,0.42700000000000005,48.2,35.0,80.0,0.43799999999999994,5.9,16.9,0.34600000000000003,19.7,25.9,0.76,12.1,29.8,41.8,20.5,16.3,7.3,5.5,5.0,23.3,23.7,95.6,-2.4,1,20,21,21,17,16,15,19,16,14,18,8,8,18,5,18,16,15,21,11,4,11,20,1,15,21,210,2006-07,0,1610612754,IND,True
380,12,By Year,2005-06,82,41,41,0.5,48.1,34.0,76.5,0.444,6.5,18.7,0.349,19.4,26.3,0.737,11.0,31.2,42.2,19.9,15.3,7.3,5.0,4.9,22.2,22.0,93.9,1.9,1,13,14,14,21,20,19,11,13,12,15,11,4,21,13,16,13,19,19,12,14,9,14,2,19,9,210,2005-06,1,1610612754,IND,True
381,13,By Year,2004-05,82,44,38,0.537,48.5,32.5,75.2,0.43200000000000005,6.6,19.2,0.344,21.3,26.9,0.792,10.6,29.5,40.1,18.2,14.3,7.5,4.4,4.9,23.0,0.0,93.0,0.8,1,9,11,11,5,22,22,22,12,10,19,1,3,5,15,19,21,22,8,10,21,8,18,21,20,13,210,2004-05,1,1610612754,IND,True
382,14,By Year,2003-04,82,61,21,0.7440000000000001,48.3,33.6,77.1,0.435,5.5,15.6,0.35100000000000003,18.8,24.6,0.764,11.8,29.9,41.7,21.6,14.4,8.9,5.0,6.2,20.8,0.1,91.4,5.8,1,1,2,1,14,21,18,21,17,17,14,15,12,16,6,17,18,9,9,2,13,21,6,20,22,2,210,2003-04,1,1610612754,IND,True
383,15,By Year,2002-03,82,48,34,0.585,48.6,35.5,80.6,0.441,4.6,13.6,0.33899999999999997,21.2,27.7,0.7659999999999999,12.2,32.0,44.2,23.3,14.8,8.5,5.4,6.3,22.1,0.1,96.8,3.5,1,6,8,8,3,14,11,15,22,21,22,2,2,13,4,10,4,1,11,4,7,22,12,19,11,7,210,2002-03,1,1610612754,IND,True
384,16,By Year,2001-02,82,42,40,0.512,48.5,35.8,80.2,0.446,4.9,14.6,0.33899999999999997,20.3,26.3,0.772,11.3,31.3,42.7,23.0,15.2,8.0,5.3,5.7,22.9,0.2,96.8,0.3,1,10,12,12,4,11,13,10,19,18,21,5,5,11,8,15,11,3,18,6,9,18,17,17,12,15,210,2001-02,1,1610612754,IND,True
385,17,By Year,2000-01,82,41,41,0.5,48.7,34.5,78.4,0.44,4.8,14.1,0.342,18.8,24.5,0.7659999999999999,11.2,31.6,42.9,21.5,15.2,6.9,5.9,4.7,23.5,0.0,92.6,-0.2,1,13,14,14,2,19,16,16,21,19,20,14,14,14,10,13,10,10,17,18,2,6,22,21,21,16,210,2000-01,1,1610612754,IND,True
386,18,By Year,1999-00,82,56,26,0.6829999999999999,48.1,37.2,81.0,0.45899999999999996,7.1,18.1,0.392,19.9,24.5,0.8109999999999999,10.3,31.9,42.1,22.6,14.1,6.8,5.1,3.9,21.8,2.3,101.3,4.6,1,3,5,3,20,6,10,4,9,13,1,7,15,1,18,12,14,5,6,19,11,1,11,14,6,3,210,1999-00,1,1610612754,IND,True
387,19,By Year,1998-99,50,33,17,0.66,48.4,34.6,77.3,0.44799999999999995,5.9,16.0,0.368,19.5,24.6,0.7959999999999999,11.5,29.0,40.5,20.1,13.0,6.3,4.5,4.8,21.6,0.2,94.7,3.7,22,21,1,5,10,18,17,9,15,16,9,9,13,4,7,21,20,18,1,21,20,7,8,16,18,6,210,1998-99,1,1610612754,IND,True
388,20,By Year,1997-98,82,58,24,0.7070000000000001,48.4,35.6,75.9,0.469,4.9,12.5,0.39,19.9,26.0,0.764,10.7,28.6,39.3,23.0,14.2,7.9,4.5,4.5,22.7,0.1,96.0,6.1,1,2,3,2,12,13,21,2,20,22,2,6,7,17,14,22,22,2,7,8,19,2,16,18,14,1,210,1997-98,1,1610612754,IND,True
389,21,By Year,1996-97,82,39,43,0.47600000000000003,50.4,34.8,76.3,0.456,5.2,13.8,0.381,20.6,28.5,0.722,12.5,29.1,41.7,21.3,16.3,7.1,4.8,5.1,22.1,0.3,95.4,1.0,1,15,16,16,1,17,20,5,18,20,3,3,1,22,2,20,17,12,22,14,16,14,13,15,16,12,210,1996-97,0,1610612754,IND,True
390,0,By Year,2017-18,82,52,30,0.634,48.2,40.8,86.6,0.47200000000000003,11.0,29.8,0.369,17.1,22.8,0.752,10.9,36.5,47.4,27.1,16.5,8.3,5.1,5.1,22.1,20.4,109.8,4.5,1,2,3,2,16,1,2,1,1,1,1,15,16,10,17,1,1,1,17,13,7,9,17,6,1,1,210,2017-18,1,1610612755,PHI,True
391,1,By Year,2016-17,82,28,54,0.341,48.4,37.7,85.3,0.442,10.1,29.8,0.34,17.0,22.0,0.7709999999999999,9.8,33.0,42.8,23.8,16.7,8.4,5.1,5.4,21.9,19.6,102.4,-5.7,1,16,17,17,11,4,3,14,2,2,10,16,20,4,21,2,9,2,19,10,7,12,15,8,2,18,210,2016-17,0,1610612755,PHI,True
392,2,By Year,2015-16,82,10,72,0.122,48.3,36.2,84.0,0.431,9.3,27.5,0.33899999999999997,15.7,22.6,0.6940000000000001,9.5,31.8,41.2,21.5,16.4,8.3,6.0,5.7,21.7,19.2,97.4,-10.2,1,22,22,22,13,14,5,19,3,3,11,20,18,21,22,4,17,9,15,14,1,17,14,9,9,21,210,2015-16,0,1610612755,PHI,True
393,3,By Year,2014-15,82,18,64,0.22,48.3,33.7,82.6,0.408,8.4,26.3,0.32,16.1,23.8,0.6759999999999999,11.9,30.9,42.9,20.5,17.7,9.6,5.9,5.5,21.7,20.2,92.0,-9.0,1,21,21,21,13,20,8,22,4,4,14,19,14,22,10,8,8,15,22,4,3,13,13,7,19,20,210,2014-15,0,1610612755,PHI,True
394,4,By Year,2013-14,82,19,63,0.23199999999999998,48.4,37.9,87.2,0.435,7.0,22.5,0.312,16.6,23.4,0.71,11.6,31.2,42.7,21.8,16.9,9.3,4.0,6.8,22.5,20.6,99.5,-10.5,1,20,20,20,9,3,1,18,5,5,18,18,15,18,11,7,10,7,20,5,20,22,18,5,4,22,210,2013-14,0,1610612755,PHI,True
395,5,By Year,2012-13,82,34,48,0.415,48.2,37.3,84.1,0.444,6.3,17.5,0.36,12.2,16.8,0.7290000000000001,10.9,30.4,41.3,22.8,13.0,7.4,4.7,4.8,18.4,16.2,93.2,-3.3,1,13,14,14,18,7,4,11,6,7,4,22,22,15,16,11,16,3,3,21,16,7,2,12,18,16,210,2012-13,0,1610612755,PHI,True
396,6,By Year,2011-12,66,35,31,0.53,48.2,37.4,83.6,0.44799999999999995,5.3,14.6,0.36200000000000004,13.5,18.2,0.742,10.7,32.5,43.2,22.0,11.2,8.0,5.2,4.8,17.5,16.2,93.6,4.2,21,11,4,6,17,6,6,9,10,11,3,21,21,13,18,3,6,6,1,18,6,6,1,13,16,3,210,2011-12,1,1610612755,PHI,True
397,7,By Year,2010-11,82,41,41,0.5,48.6,38.1,82.6,0.461,5.4,15.2,0.355,17.4,22.6,0.77,10.4,31.4,41.8,22.7,13.0,7.6,4.3,4.6,19.4,18.8,99.0,1.5,1,7,9,9,2,2,9,2,9,10,5,14,17,5,20,6,14,4,2,20,19,3,3,10,7,7,210,2010-11,1,1610612755,PHI,True
398,8,By Year,2009-10,82,27,55,0.32899999999999996,48.3,37.6,81.8,0.46,5.8,16.8,0.34299999999999997,16.7,22.0,0.7559999999999999,11.5,29.5,41.0,21.0,14.5,8.1,5.4,4.0,20.5,18.7,97.7,-3.9,1,18,18,18,15,5,12,3,8,8,8,17,19,8,12,14,19,11,7,15,5,2,10,11,8,17,210,2009-10,0,1610612755,PHI,True
399,9,By Year,2008-09,82,41,41,0.5,48.2,36.5,79.7,0.45899999999999996,4.2,13.1,0.318,20.1,27.0,0.745,12.7,28.5,41.2,20.1,14.1,8.0,5.1,4.9,20.1,21.8,97.4,0.1,1,7,9,9,18,11,16,5,13,12,16,8,8,11,9,21,18,19,4,16,9,8,7,3,10,10,210,2008-09,1,1610612755,PHI,True
400,10,By Year,2007-08,82,40,42,0.488,48.2,37.3,81.1,0.46,3.7,11.6,0.317,18.4,26.1,0.706,13.0,28.9,41.9,20.4,14.3,8.7,4.9,5.1,19.8,20.8,96.6,0.4,1,9,11,11,18,8,13,4,15,15,17,13,10,20,7,17,13,16,6,8,12,10,4,4,12,9,210,2007-08,1,1610612755,PHI,True
401,11,By Year,2006-07,82,35,47,0.42700000000000005,48.5,35.8,78.1,0.45799999999999996,3.5,10.0,0.345,20.0,26.0,0.767,11.0,28.7,39.7,20.4,15.3,7.2,4.8,3.9,20.4,22.0,94.9,-3.0,1,11,13,13,5,16,19,7,16,16,7,10,11,6,15,19,22,17,10,22,14,1,8,2,13,15,210,2006-07,0,1610612755,PHI,True
402,12,By Year,2005-06,82,38,44,0.46299999999999997,48.5,36.6,79.8,0.45799999999999996,4.6,12.6,0.364,21.6,28.4,0.76,10.6,29.6,40.2,20.2,14.1,7.9,4.9,4.7,20.9,23.1,99.4,-2.0,1,10,12,12,4,10,15,6,12,13,2,2,4,7,19,13,21,18,5,19,11,5,12,1,5,12,210,2005-06,0,1610612755,PHI,True
403,13,By Year,2004-05,82,43,39,0.524,48.4,35.9,82.1,0.43700000000000006,6.2,17.7,0.348,21.1,26.8,0.789,11.1,30.9,42.0,20.9,15.5,9.2,3.9,4.7,22.9,0.0,99.1,-0.7,1,5,7,7,10,15,11,16,7,6,6,6,9,1,14,8,12,12,11,6,21,4,20,21,6,11,210,2004-05,1,1610612755,PHI,True
404,14,By Year,2003-04,82,33,49,0.402,48.4,32.7,76.3,0.428,4.1,12.1,0.342,18.4,24.5,0.753,11.5,29.4,40.8,20.0,15.9,8.0,4.4,5.6,20.7,0.0,88.0,-2.5,1,14,15,15,7,22,22,20,14,14,9,12,13,9,12,16,20,20,14,17,18,16,11,20,22,14,210,2003-04,0,1610612755,PHI,True
405,15,By Year,2002-03,82,48,34,0.585,48.4,36.3,81.0,0.44799999999999995,3.0,9.6,0.311,21.3,27.5,0.775,12.7,29.5,42.2,21.6,14.8,10.3,3.5,6.4,22.0,0.1,96.8,2.3,1,4,6,4,7,13,14,8,18,19,19,4,6,3,8,15,11,8,8,2,22,20,16,17,11,4,210,2002-03,1,1610612755,PHI,True
406,16,By Year,2001-02,82,43,39,0.524,48.1,34.2,78.5,0.436,2.6,8.7,0.299,20.0,25.7,0.779,13.3,30.9,44.2,20.0,15.3,8.6,4.4,5.6,20.0,0.2,91.0,1.6,1,5,7,7,22,19,18,17,20,20,21,9,12,2,5,10,3,21,9,9,17,14,6,15,20,6,210,2001-02,1,1610612755,PHI,True
407,17,By Year,2000-01,82,56,26,0.6829999999999999,48.4,35.4,79.1,0.447,3.2,9.8,0.326,20.7,27.8,0.745,13.1,31.7,44.8,20.6,15.8,8.4,5.0,5.6,20.4,0.0,94.7,4.3,1,1,2,1,6,17,17,10,17,18,12,7,5,12,6,5,2,14,13,11,10,14,9,21,15,2,210,2000-01,1,1610612755,PHI,True
408,18,By Year,1999-00,82,49,33,0.598,48.4,36.5,82.6,0.442,2.5,7.8,0.32299999999999995,19.2,27.1,0.708,14.0,30.1,44.1,22.2,15.7,9.6,4.7,6.5,23.6,2.5,94.8,1.3,1,3,5,3,11,12,9,13,21,21,13,11,7,19,3,12,5,5,12,3,15,21,22,14,14,8,210,1999-00,1,1610612755,PHI,True
409,19,By Year,1998-99,50,28,22,0.56,48.6,33.1,77.7,0.426,2.0,7.4,0.264,21.5,29.7,0.722,14.6,28.6,43.1,18.7,16.4,10.8,5.4,5.3,23.0,0.1,89.7,2.1,22,16,1,5,3,21,21,21,22,22,22,3,2,17,2,20,7,22,16,1,4,11,21,16,21,5,210,1998-99,1,1610612755,PHI,True
410,20,By Year,1997-98,82,31,51,0.37799999999999995,48.2,34.6,78.1,0.44299999999999995,3.0,9.9,0.3,21.1,28.7,0.737,13.7,28.0,41.7,21.1,16.5,8.9,6.0,6.2,22.9,0.1,93.3,-2.4,1,15,16,16,21,18,20,12,19,17,20,5,3,14,4,22,15,10,18,7,2,19,19,17,17,13,210,1997-98,0,1610612755,PHI,True
411,21,By Year,1996-97,82,22,60,0.268,49.7,36.6,83.5,0.43799999999999994,5.3,16.5,0.319,21.7,29.9,0.725,15.5,28.7,44.2,20.7,17.5,8.3,4.8,6.0,19.9,0.1,100.2,-6.5,1,19,19,19,1,9,7,15,11,9,15,1,1,16,1,18,4,13,21,12,13,18,5,17,3,19,210,1996-97,0,1610612755,PHI,True
522,0,By Year,2017-18,82,59,23,0.72,48.4,41.3,87.4,0.47200000000000003,11.8,33.0,0.358,17.3,21.8,0.794,9.8,34.2,44.0,24.3,13.4,7.6,6.1,4.9,21.7,19.9,111.7,7.8,1,1,1,1,11,1,1,2,1,1,13,17,18,4,20,1,2,2,8,8,6,13,11,10,1,1,210,2017-18,1,1610612761,TOR,True
523,1,By Year,2016-17,82,51,31,0.622,48.2,39.2,84.4,0.46399999999999997,8.8,24.3,0.363,19.7,24.7,0.7959999999999999,10.6,32.6,43.3,18.5,12.7,8.3,4.9,4.8,20.8,20.3,106.9,4.2,1,3,4,3,16,2,3,5,3,3,9,6,9,3,11,3,4,22,2,5,10,10,5,7,2,3,210,2016-17,1,1610612761,TOR,True
524,2,By Year,2015-16,82,56,26,0.6829999999999999,48.2,36.7,81.3,0.451,8.6,23.3,0.37,20.8,26.7,0.777,10.2,33.2,43.4,18.7,13.1,7.8,5.5,5.4,19.6,22.0,102.7,4.5,1,2,2,2,16,11,13,10,5,5,7,1,1,10,16,2,3,21,5,7,8,19,3,3,5,2,210,2015-16,1,1610612761,TOR,True
525,3,By Year,2014-15,82,49,33,0.598,48.4,37.9,83.3,0.455,8.9,25.1,0.35200000000000004,19.3,24.6,0.787,10.7,30.8,41.5,20.7,12.9,7.5,4.4,5.0,20.9,20.3,104.0,3.1,1,4,5,4,8,6,5,8,2,2,15,8,10,8,10,7,10,15,3,10,16,15,6,6,4,5,210,2014-15,1,1610612761,TOR,True
526,4,By Year,2013-14,82,48,34,0.585,48.7,36.5,81.9,0.445,8.7,23.4,0.37200000000000005,19.6,25.1,0.782,11.4,31.1,42.5,21.2,14.1,7.0,4.2,4.3,23.0,22.1,101.3,3.2,1,5,6,5,4,12,10,12,4,4,4,7,8,9,9,5,7,12,14,17,18,4,19,2,6,4,210,2013-14,1,1610612761,TOR,True
527,5,By Year,2012-13,82,34,48,0.415,48.7,36.3,81.5,0.446,7.0,20.3,0.34299999999999997,17.6,22.3,0.7879999999999999,10.6,29.6,40.2,21.5,13.7,7.3,4.8,4.7,22.4,20.1,97.2,-1.5,1,12,14,13,2,14,11,11,10,7,17,16,17,7,11,14,17,10,12,14,12,9,15,8,14,11,210,2012-13,0,1610612761,TOR,True
528,6,By Year,2011-12,66,23,43,0.348,48.4,34.4,78.1,0.44,5.5,16.3,0.34,16.4,21.4,0.77,10.6,31.4,42.0,20.9,15.2,6.5,4.9,4.9,23.2,18.4,90.7,-3.3,21,19,13,18,9,20,21,14,15,13,21,19,19,12,13,4,9,13,19,19,11,12,20,12,21,19,210,2011-12,0,1610612761,TOR,True
529,7,By Year,2010-11,82,22,60,0.268,48.2,38.3,82.4,0.465,4.2,13.3,0.316,18.2,24.1,0.755,11.7,28.6,40.3,21.9,14.7,7.1,4.3,5.6,22.0,19.8,99.1,-6.3,1,21,21,21,16,5,7,4,22,20,22,12,14,16,8,18,16,8,18,15,17,21,13,11,11,21,210,2010-11,0,1610612761,TOR,True
530,8,By Year,2009-10,82,40,42,0.488,48.2,39.0,80.9,0.48200000000000004,6.3,17.0,0.371,19.7,25.8,0.764,9.8,30.6,40.4,22.0,13.4,5.7,4.7,4.4,22.2,21.1,104.1,-1.8,1,11,12,11,16,3,18,1,12,12,6,5,3,14,18,9,15,7,10,22,15,6,14,5,3,14,210,2009-10,0,1610612761,TOR,True
531,9,By Year,2008-09,82,33,49,0.402,48.3,37.2,81.4,0.45799999999999996,5.8,15.7,0.37200000000000005,18.7,22.7,0.8240000000000001,9.8,30.6,40.4,22.4,13.4,6.4,4.8,4.7,19.4,20.1,99.0,-2.8,1,13,15,14,13,7,12,7,13,15,5,11,16,1,19,8,14,5,9,21,14,8,1,9,12,15,210,2008-09,0,1610612761,TOR,True
532,10,By Year,2007-08,82,41,41,0.5,48.4,38.4,82.0,0.46799999999999997,7.0,17.8,0.392,16.4,20.2,0.812,9.6,30.4,40.1,23.8,11.7,7.0,4.1,4.1,19.5,18.4,100.2,2.9,1,10,11,10,10,4,9,3,9,11,1,20,21,2,21,10,19,3,1,18,19,2,2,13,8,6,210,2007-08,1,1610612761,TOR,True
533,11,By Year,2006-07,82,47,35,0.573,48.2,37.0,79.8,0.46299999999999997,6.5,17.9,0.363,19.0,24.2,0.7879999999999999,9.2,30.2,39.5,22.2,13.5,7.1,3.9,3.9,20.4,21.8,99.5,1.0,1,6,7,6,20,9,19,6,11,10,11,10,13,6,22,11,21,6,11,15,20,1,4,4,10,8,210,2006-07,1,1610612761,TOR,True
534,12,By Year,2005-06,82,27,55,0.32899999999999996,48.7,36.7,81.0,0.45399999999999996,7.4,19.8,0.375,20.2,25.5,0.7909999999999999,10.5,27.9,38.5,19.4,13.1,6.5,3.3,4.4,24.0,22.4,101.1,-3.0,1,17,19,19,4,10,16,9,7,9,3,3,5,5,14,20,22,18,4,20,22,5,21,1,7,16,210,2005-06,0,1610612761,TOR,True
535,13,By Year,2004-05,82,33,49,0.402,48.3,36.0,81.2,0.444,7.9,20.5,0.385,19.8,25.6,0.774,10.3,29.8,40.1,20.4,13.3,7.6,3.9,4.4,22.9,0.0,99.7,-1.6,1,13,15,14,12,16,15,13,6,6,2,4,4,11,15,13,18,17,7,9,21,6,18,21,9,12,210,2004-05,0,1610612761,TOR,True
536,14,By Year,2003-04,82,33,49,0.402,48.7,32.4,77.4,0.418,5.6,15.8,0.35600000000000004,15.1,20.1,0.75,10.1,29.5,39.6,19.2,14.2,7.4,4.9,4.1,21.3,0.0,85.4,-3.0,1,13,15,14,3,22,22,22,14,14,14,22,22,17,17,15,20,20,15,12,9,2,8,20,22,17,210,2003-04,0,1610612761,TOR,True
537,15,By Year,2002-03,82,24,58,0.293,48.3,34.7,81.3,0.42700000000000005,5.0,14.5,0.34299999999999997,16.5,22.9,0.718,12.5,28.7,41.2,19.3,14.4,7.4,4.8,5.0,21.5,0.1,90.9,-5.9,1,18,20,20,13,19,14,20,18,16,18,18,15,21,7,17,12,19,17,11,12,14,9,19,20,20,210,2002-03,0,1610612761,TOR,True
538,16,By Year,2001-02,82,42,40,0.512,48.2,35.6,82.0,0.434,4.7,13.5,0.349,15.5,20.9,0.7390000000000001,13.6,28.5,42.1,21.7,14.3,8.4,5.6,4.8,21.6,0.1,91.4,-0.4,1,9,10,9,20,17,8,18,19,19,16,21,20,19,5,19,8,9,16,4,7,11,10,16,18,10,210,2001-02,1,1610612761,TOR,True
539,17,By Year,2000-01,82,47,35,0.573,48.7,37.2,85.0,0.43700000000000006,5.2,14.2,0.369,18.1,24.2,0.747,13.6,30.8,44.5,24.4,13.2,7.3,6.3,5.4,21.3,0.0,97.6,2.3,1,6,7,6,6,8,2,15,16,18,8,13,12,18,4,6,1,1,6,13,4,18,7,21,13,7,210,2000-01,1,1610612761,TOR,True
